"taxon" "structural_zero (Soil.origin = Soil A)" "structural_zero (Soil.origin = Soil B)" "lfc_(Intercept)" "lfc_Soil.originSoil B" "lfc_Plant.conditionHealthy" "se_(Intercept)" "se_Soil.originSoil B" "se_Plant.conditionHealthy" "W_(Intercept)" "W_Soil.originSoil B" "W_Plant.conditionHealthy" "p_(Intercept)" "p_Soil.originSoil B" "p_Plant.conditionHealthy" "q_(Intercept)" "q_Soil.originSoil B" "q_Plant.conditionHealthy" "diff_(Intercept)" "diff_Soil.originSoil B" "diff_Plant.conditionHealthy" "passed_ss_(Intercept)" "passed_ss_Soil.originSoil B" "passed_ss_Plant.conditionHealthy"
"1" "Cladosporium" FALSE FALSE 1.53026203376533 -1.03068894658703 -1.7458032261154 0.310620276446113 0.456010464878123 0.455800539317118 4.92647180433119 -2.26023090689925 -3.83019122515953 0.000276757315781686 0.0416134720214439 0.002084379998607 0.02463140110457 1 0.206353619862093 TRUE FALSE FALSE TRUE FALSE FALSE
"2" "Plectosphaerella" FALSE FALSE 0.495163929380084 -0.432388899741968 -0.392077345195203 1.07176683781087 0.834291000136989 0.834099333513877 0.462007138037109 -0.518271082477182 -0.47006073430543 0.653079509914111 0.614533984687465 0.647493208817096 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE
"3" "Colletotrichum" FALSE FALSE -0.405606006115778 0.553866412371238 -0.216812729921494 0.178091835726197 0.355773350056505 0.355554334400344 -2.27751038929919 1.55679567422144 -0.609787897220147 0.0717612004631411 0.180248890129808 0.568648059062285 1 1 1 FALSE FALSE FALSE FALSE FALSE TRUE
"4" "Acremonium" FALSE FALSE 1.34544459004653 -0.541470235240277 -1.86538705002455 0.48858738662409 0.639443401480057 0.639244539767171 2.7537440115737 -0.846783677784443 -2.91811182416039 0.0164199547688682 0.412433157396843 0.0119838786485266 1 1 1 FALSE FALSE FALSE FALSE TRUE FALSE
"5" "Berkeleyomyces" FALSE FALSE 0.619828019665264 -1.93404494480109 1.0312686965825 0.2261084711661 0.409927843574958 0.409714068690653 2.74128614672706 -4.71801312136884 2.5170448744369 0.0253986855129959 0.00150601956512494 0.0359739775197404 1 0.13102370216587 1 FALSE FALSE FALSE TRUE TRUE TRUE
"6" "GS11_gen_Incertae_sedis" FALSE FALSE 1.13673266985341 -3.12526217835734 0.0448212113371191 0.25252875343796 0.431357458139882 0.431145539902933 4.50139896696032 -7.24517941995075 0.103958425146205 0.00148595836183554 4.84132831925614e-05 0.91948212350033 0.126306460756021 0.00469608846967845 1 FALSE TRUE FALSE FALSE TRUE TRUE
"7" "Verticillium" FALSE FALSE -1.49038753703061 3.69986055441049 -1.06076764260231 0.425634331142808 0.61050053131548 0.610300276663701 -3.50156796099834 6.06037237418646 -1.73810775312303 0.00495659362565601 8.18686915535513e-05 0.110066399585772 0.386614302801168 0.00785939438914093 1 FALSE TRUE FALSE FALSE TRUE TRUE
"8" "Pseudopyrenochaeta" FALSE FALSE 0.728546042443272 -0.78779071056196 -0.555154840400199 0.387813755786572 0.512831011495399 0.512625153312359 1.87859773299072 -1.53616043668028 -1.08296449523211 0.0897304805989647 0.155512357947212 0.304245330295796 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE
"9" "Lobulomycetales_gen_Incertae_sedis" FALSE FALSE -0.320794267327974 0.271451129223013 0.654169300261169 0.457450965659749 0.726092916602462 0.725897662840091 -0.701264816143334 0.373851779870252 0.901186673754695 0.495500136711814 0.714540888666506 0.383881122754257 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE
"10" "Podila" FALSE FALSE -0.581087032317361 0.153359721784563 1.30660522200431 0.221282848006945 0.369129777402453 0.368912128108237 -2.62599219754766 0.415462883714631 3.54177898326226 0.0303665655467295 0.688722810645665 0.00760008934480686 1 1 0.706808309067038 FALSE FALSE FALSE TRUE TRUE TRUE
"11" "Olpidium" FALSE FALSE -0.8052804608725 0.655480134876476 1.29626060858613 0.687717634095783 0.871273261675917 0.87108264052138 -1.17094636075646 0.752324401205246 1.48810290583941 0.264347788145678 0.466357687227181 0.162524820045966 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE
"12" "Nectriaceae_gen_Incertae_sedis" FALSE FALSE -0.285015900662563 -0.21301164542881 1.62739180361315 0.902119377196566 0.717258878001398 0.71706329035352 -0.315940337683778 -0.296980144773327 2.26952324223826 0.758543315296797 0.772558808496276 0.0466083296623453 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE
"13" "Geosmithia" FALSE FALSE 2.18440701346576 -4.50199805444799 0.417215922344714 0.305877301998751 0.477901095817392 0.477692819515688 7.14144854551737 -9.42035516103571 0.873397935450885 7.57271877958624e-06 3.58099861095507e-07 0.398292836940243 0.000711835565281107 3.61680859706462e-05 1 TRUE TRUE FALSE TRUE TRUE TRUE
"14" "Brunneomyces" FALSE FALSE -3.37423298364457 3.72955349276603 1.60600886665197 0.223939096530963 0.402309372672051 0.402094908582645 -15.0676368526745 9.27036193065837 3.99410395996566 1.08486581222088e-07 6.69772606625471e-06 0.00313822698613991 1.09571447034308e-05 0.000663074880559217 0.307546244641711 TRUE TRUE FALSE TRUE TRUE FALSE
